atributos_id,player_api_id,overall_rating,potential,preferred_foot,crossing,finishing,dribbling,free_kick_accuracy,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,strength,aggression,interceptions,vision,penalties,marking,id_temporada
20779,18664,65.0,65.0,left,56.0,46.0,57.0,58.0,63.0,62.0,68.0,75.0,75.0,66.0,64.0,75.0,72.0,72.0,65.0,45.0,53.0,54.0,8
20780,18664,70.0,67.0,left,68.0,61.0,58.0,58.0,64.0,64.0,71.0,76.0,79.0,66.0,64.0,77.0,72.0,74.0,68.0,45.0,53.0,54.0,7
20781,18664,68.0,67.0,left,68.0,45.0,58.0,58.0,64.0,66.0,74.0,76.0,61.0,66.0,54.0,77.0,72.0,74.0,68.0,45.0,53.0,59.0,6
20782,18664,55.0,61.0,left,62.0,50.0,59.0,56.0,58.0,60.0,58.0,72.0,57.0,69.0,52.0,81.0,55.0,50.0,52.0,62.0,58.0,56.0,1
20783,282475,62.0,65.0,left,46.0,52.0,52.0,58.0,64.0,58.0,61.0,66.0,59.0,56.0,79.0,67.0,65.0,65.0,61.0,62.0,55.0,42.0,9
20784,282475,64.0,72.0,right,46.0,52.0,50.0,53.0,64.0,56.0,61.0,54.0,71.0,56.0,71.0,67.0,65.0,65.0,60.0,74.0,55.0,36.0,5
20785,30649,75.0,75.0,right,59.0,31.0,48.0,33.0,68.0,51.0,46.0,45.0,75.0,40.0,50.0,55.0,79.0,62.0,81.0,56.0,58.0,74.0,6
20786,30649,79.0,88.0,right,51.0,21.0,41.0,33.0,72.0,54.0,60.0,54.0,71.0,84.0,50.0,75.0,87.0,77.0,85.0,73.0,82.0,84.0,3
20787,31092,66.0,66.0,right,58.0,66.0,71.0,74.0,72.0,67.0,66.0,67.0,66.0,60.0,71.0,76.0,67.0,52.0,34.0,64.0,81.0,21.0,9
20788,31092,66.0,66.0,right,58.0,66.0,71.0,74.0,72.0,67.0,66.0,67.0,66.0,60.0,71.0,76.0,67.0,52.0,34.0,64.0,81.0,21.0,9
20789,31092,65.0,65.0,right,57.0,63.0,70.0,73.0,71.0,67.0,66.0,64.0,65.0,60.0,70.0,75.0,67.0,51.0,33.0,63.0,80.0,20.0,9
20790,31092,65.0,65.0,right,57.0,63.0,70.0,73.0,71.0,67.0,66.0,64.0,65.0,60.0,70.0,75.0,67.0,51.0,33.0,63.0,80.0,20.0,9
20791,31092,65.0,65.0,right,57.0,63.0,70.0,73.0,71.0,67.0,66.0,64.0,65.0,60.0,70.0,75.0,67.0,51.0,33.0,63.0,80.0,20.0,9
20792,31092,71.0,71.0,right,57.0,70.0,69.0,76.0,72.0,77.0,78.0,81.0,66.0,60.0,72.0,75.0,67.0,51.0,33.0,63.0,80.0,20.0,7
20793,31092,75.0,79.0,right,67.0,80.0,71.0,81.0,76.0,74.0,79.0,81.0,73.0,60.0,72.0,68.0,67.0,51.0,33.0,66.0,80.0,20.0,6
20794,31092,77.0,80.0,right,70.0,75.0,75.0,78.0,80.0,90.0,85.0,85.0,73.0,62.0,80.0,73.0,74.0,51.0,33.0,68.0,81.0,20.0,5
20795,31092,76.0,84.0,right,63.0,74.0,74.0,75.0,81.0,89.0,84.0,82.0,74.0,71.0,81.0,70.0,75.0,52.0,44.0,81.0,82.0,21.0,5
20796,319055,68.0,74.0,left,63.0,68.0,71.0,42.0,71.0,74.0,83.0,77.0,68.0,68.0,71.0,60.0,64.0,42.0,21.0,54.0,66.0,25.0,9
20797,319055,68.0,74.0,left,63.0,69.0,71.0,42.0,70.0,74.0,83.0,77.0,68.0,68.0,71.0,60.0,64.0,42.0,21.0,54.0,66.0,25.0,8
20798,319055,69.0,74.0,left,63.0,74.0,69.0,42.0,70.0,74.0,77.0,73.0,68.0,68.0,71.0,60.0,61.0,42.0,21.0,54.0,66.0,17.0,7
20799,172430,69.0,69.0,right,70.0,49.0,71.0,57.0,69.0,84.0,81.0,80.0,70.0,82.0,68.0,69.0,49.0,69.0,74.0,55.0,54.0,62.0,9
20800,172430,72.0,76.0,right,71.0,60.0,71.0,60.0,71.0,87.0,84.0,84.0,71.0,81.0,71.0,68.0,58.0,70.0,75.0,54.0,53.0,64.0,8
20801,172430,76.0,79.0,right,80.0,60.0,79.0,62.0,77.0,87.0,84.0,91.0,78.0,94.0,78.0,68.0,58.0,78.0,75.0,54.0,53.0,68.0,7
20802,172430,76.0,79.0,right,80.0,60.0,79.0,62.0,77.0,87.0,84.0,91.0,78.0,94.0,78.0,68.0,58.0,78.0,75.0,54.0,53.0,68.0,7
20803,172430,69.0,75.0,right,70.0,52.0,70.0,66.0,73.0,79.0,77.0,76.0,81.0,65.0,73.0,61.0,50.0,69.0,70.0,59.0,55.0,69.0,5
20804,172430,69.0,75.0,right,70.0,52.0,70.0,66.0,73.0,79.0,77.0,76.0,81.0,65.0,73.0,61.0,50.0,69.0,70.0,59.0,55.0,69.0,1
20805,40203,72.0,72.0,right,66.0,74.0,67.0,47.0,71.0,76.0,72.0,72.0,72.0,60.0,71.0,70.0,77.0,46.0,31.0,64.0,74.0,27.0,9
20806,40203,73.0,73.0,right,46.0,73.0,73.0,47.0,77.0,83.0,79.0,74.0,78.0,64.0,69.0,73.0,66.0,46.0,31.0,64.0,56.0,27.0,7
20807,40203,73.0,76.0,right,46.0,72.0,74.0,47.0,77.0,82.0,77.0,71.0,74.0,64.0,69.0,73.0,69.0,46.0,31.0,59.0,56.0,27.0,6
20808,40203,76.0,81.0,left,65.0,84.0,73.0,70.0,73.0,77.0,79.0,75.0,53.0,71.0,66.0,73.0,65.0,73.0,67.0,73.0,70.0,27.0,1
20809,161660,79.0,81.0,right,55.0,83.0,75.0,51.0,77.0,79.0,83.0,75.0,84.0,64.0,85.0,78.0,74.0,73.0,40.0,59.0,75.0,21.0,10
20810,161660,79.0,81.0,right,55.0,83.0,75.0,51.0,77.0,79.0,83.0,75.0,84.0,64.0,85.0,78.0,74.0,73.0,40.0,59.0,75.0,21.0,10
20811,161660,80.0,82.0,right,54.0,82.0,74.0,50.0,78.0,76.0,79.0,73.0,86.0,60.0,84.0,78.0,74.0,80.0,28.0,60.0,74.0,22.0,8
20812,161660,79.0,82.0,right,54.0,82.0,74.0,50.0,78.0,76.0,79.0,73.0,82.0,60.0,80.0,78.0,74.0,78.0,28.0,60.0,74.0,22.0,8
20813,161660,75.0,81.0,right,50.0,78.0,67.0,50.0,75.0,76.0,79.0,79.0,73.0,60.0,77.0,83.0,79.0,63.0,28.0,55.0,74.0,26.0,7
20814,161660,65.0,80.0,right,60.0,65.0,62.0,59.0,65.0,76.0,77.0,71.0,51.0,62.0,72.0,64.0,70.0,49.0,55.0,58.0,61.0,35.0,1
20815,71602,73.0,75.0,right,68.0,73.0,76.0,58.0,75.0,91.0,92.0,90.0,69.0,80.0,70.0,81.0,56.0,53.0,42.0,70.0,67.0,39.0,8
20816,71602,59.0,73.0,right,54.0,32.0,54.0,33.0,56.0,69.0,71.0,74.0,63.0,56.0,48.0,68.0,47.0,48.0,48.0,71.0,54.0,48.0,1
20817,37421,83.0,83.0,right,25.0,25.0,25.0,25.0,25.0,58.0,54.0,64.0,83.0,64.0,32.0,81.0,70.0,40.0,23.0,25.0,23.0,25.0,8
20818,37421,80.0,82.0,right,12.0,13.0,13.0,17.0,25.0,58.0,54.0,61.0,74.0,64.0,32.0,81.0,70.0,40.0,23.0,32.0,23.0,11.0,7
20819,37421,79.0,80.0,right,12.0,13.0,13.0,17.0,25.0,58.0,54.0,61.0,72.0,64.0,32.0,80.0,70.0,40.0,23.0,32.0,23.0,11.0,7
20820,18853,73.0,79.0,left,67.0,36.0,63.0,82.0,58.0,82.0,76.0,75.0,69.0,71.0,74.0,70.0,76.0,76.0,79.0,69.0,77.0,75.0,2
20821,151063,74.0,78.0,right,75.0,60.0,62.0,34.0,74.0,75.0,81.0,76.0,82.0,58.0,68.0,73.0,69.0,69.0,77.0,58.0,69.0,64.0,8
20822,151063,74.0,78.0,right,75.0,63.0,62.0,34.0,74.0,75.0,79.0,76.0,82.0,58.0,68.0,73.0,69.0,69.0,77.0,58.0,51.0,64.0,7
20823,151063,73.0,81.0,right,75.0,58.0,62.0,34.0,74.0,74.0,78.0,76.0,82.0,58.0,68.0,73.0,69.0,68.0,75.0,58.0,51.0,59.0,6
20824,38581,70.0,70.0,right,78.0,64.0,66.0,79.0,72.0,54.0,53.0,69.0,80.0,74.0,52.0,36.0,65.0,71.0,70.0,76.0,73.0,49.0,9
20825,38581,71.0,71.0,right,69.0,59.0,65.0,78.0,71.0,55.0,55.0,65.0,78.0,73.0,51.0,34.0,63.0,68.0,69.0,76.0,72.0,65.0,9
20826,38581,66.0,66.0,right,68.0,58.0,64.0,77.0,69.0,56.0,55.0,64.0,75.0,72.0,50.0,35.0,65.0,64.0,55.0,70.0,71.0,46.0,8
20827,38581,75.0,80.0,right,76.0,63.0,76.0,78.0,83.0,70.0,74.0,71.0,68.0,73.0,68.0,61.0,59.0,56.0,51.0,83.0,72.0,35.0,4
20828,38581,56.0,58.0,left,44.0,51.0,61.0,55.0,59.0,59.0,49.0,71.0,65.0,73.0,39.0,61.0,67.0,75.0,62.0,83.0,36.0,52.0,1
20829,37473,74.0,79.0,right,69.0,50.0,68.0,45.0,70.0,77.0,83.0,70.0,65.0,74.0,59.0,63.0,73.0,75.0,69.0,71.0,65.0,75.0,2
20830,113695,72.0,79.0,right,25.0,25.0,25.0,25.0,21.0,45.0,52.0,48.0,68.0,53.0,21.0,62.0,73.0,29.0,24.0,25.0,25.0,25.0,7
20831,102628,64.0,68.0,left,68.0,54.0,68.0,45.0,70.0,66.0,63.0,57.0,65.0,64.0,67.0,61.0,71.0,66.0,44.0,60.0,56.0,66.0,2
20832,102628,68.0,68.0,left,64.0,54.0,68.0,45.0,70.0,66.0,63.0,57.0,65.0,64.0,67.0,61.0,71.0,66.0,44.0,60.0,56.0,66.0,1
20833,46297,77.0,77.0,left,75.0,56.0,71.0,44.0,72.0,82.0,86.0,79.0,80.0,66.0,59.0,70.0,63.0,76.0,74.0,70.0,51.0,75.0,9
20834,500791,69.0,75.0,left,58.0,72.0,70.0,58.0,73.0,64.0,70.0,63.0,63.0,41.0,74.0,63.0,81.0,52.0,34.0,50.0,73.0,34.0,10
20835,500791,67.0,75.0,left,56.0,78.0,63.0,53.0,69.0,72.0,74.0,71.0,59.0,55.0,69.0,68.0,62.0,50.0,32.0,45.0,71.0,32.0,8
20836,500791,61.0,66.0,left,44.0,68.0,51.0,40.0,55.0,67.0,72.0,65.0,67.0,56.0,60.0,68.0,62.0,59.0,32.0,45.0,57.0,22.0,6
20837,37445,67.0,77.0,right,71.0,70.0,77.0,59.0,74.0,77.0,74.0,72.0,71.0,67.0,68.0,69.0,58.0,63.0,67.0,70.0,70.0,24.0,3
20838,37445,66.0,76.0,right,69.0,70.0,69.0,70.0,68.0,75.0,72.0,72.0,71.0,67.0,59.0,69.0,61.0,55.0,68.0,70.0,70.0,18.0,1
20839,287226,66.0,67.0,left,66.0,56.0,71.0,48.0,70.0,76.0,75.0,80.0,66.0,64.0,68.0,61.0,58.0,58.0,53.0,56.0,51.0,52.0,10
20840,287226,68.0,70.0,left,66.0,56.0,73.0,48.0,70.0,76.0,77.0,81.0,66.0,64.0,68.0,61.0,58.0,56.0,50.0,53.0,51.0,47.0,9
20841,114339,74.0,74.0,left,72.0,64.0,73.0,75.0,74.0,67.0,68.0,77.0,74.0,60.0,70.0,50.0,70.0,72.0,29.0,78.0,65.0,27.0,9
20842,114339,73.0,74.0,left,71.0,63.0,72.0,79.0,73.0,67.0,68.0,77.0,73.0,60.0,69.0,70.0,70.0,71.0,28.0,77.0,64.0,26.0,9
20843,114339,67.0,72.0,left,71.0,55.0,72.0,77.0,71.0,69.0,73.0,77.0,73.0,60.0,63.0,50.0,70.0,71.0,38.0,65.0,64.0,30.0,8
20844,114339,73.0,82.0,left,79.0,66.0,75.0,74.0,71.0,77.0,74.0,77.0,69.0,60.0,67.0,50.0,79.0,77.0,67.0,65.0,65.0,30.0,4
20845,282692,71.0,77.0,right,54.0,67.0,63.0,64.0,72.0,66.0,71.0,70.0,58.0,74.0,73.0,69.0,68.0,66.0,73.0,70.0,51.0,50.0,10
20846,282692,66.0,72.0,right,62.0,56.0,60.0,63.0,73.0,65.0,64.0,69.0,53.0,73.0,62.0,59.0,58.0,59.0,65.0,72.0,50.0,65.0,8
20847,282692,64.0,75.0,right,62.0,56.0,58.0,63.0,72.0,65.0,64.0,67.0,46.0,72.0,62.0,59.0,56.0,59.0,57.0,71.0,56.0,39.0,7
20848,282692,64.0,75.0,right,53.0,50.0,50.0,60.0,70.0,65.0,64.0,64.0,66.0,72.0,62.0,60.0,56.0,59.0,57.0,71.0,56.0,39.0,7
20849,282692,63.0,75.0,right,53.0,53.0,56.0,60.0,64.0,65.0,64.0,64.0,66.0,75.0,71.0,63.0,56.0,59.0,57.0,67.0,56.0,39.0,7
20850,26310,79.0,79.0,left,83.0,72.0,81.0,69.0,76.0,79.0,79.0,75.0,84.0,65.0,85.0,77.0,81.0,83.0,58.0,73.0,67.0,38.0,8
20851,26310,78.0,81.0,left,78.0,75.0,81.0,74.0,80.0,85.0,80.0,78.0,69.0,65.0,83.0,80.0,78.0,78.0,45.0,72.0,67.0,38.0,6
20852,26310,78.0,85.0,left,78.0,74.0,82.0,80.0,81.0,78.0,79.0,78.0,75.0,76.0,78.0,72.0,70.0,73.0,48.0,73.0,67.0,31.0,5
20853,58294,75.0,76.0,right,67.0,73.0,68.0,57.0,71.0,68.0,73.0,67.0,81.0,60.0,81.0,83.0,77.0,77.0,36.0,66.0,82.0,25.0,7
20854,58294,72.0,72.0,right,58.0,83.0,60.0,57.0,60.0,69.0,70.0,65.0,85.0,70.0,75.0,73.0,68.0,60.0,67.0,58.0,68.0,29.0,4
20855,213704,78.0,81.0,right,74.0,69.0,83.0,64.0,82.0,94.0,91.0,84.0,75.0,76.0,77.0,72.0,56.0,48.0,26.0,70.0,56.0,19.0,10
20856,213704,78.0,83.0,right,74.0,72.0,83.0,74.0,82.0,94.0,90.0,84.0,74.0,73.0,81.0,71.0,59.0,47.0,25.0,68.0,50.0,25.0,9
20857,213704,78.0,83.0,right,74.0,71.0,83.0,54.0,82.0,89.0,92.0,84.0,76.0,73.0,81.0,71.0,56.0,47.0,25.0,66.0,50.0,26.0,9
20858,213704,78.0,83.0,right,75.0,72.0,83.0,54.0,82.0,89.0,89.0,84.0,76.0,73.0,81.0,71.0,56.0,47.0,25.0,66.0,50.0,26.0,8
20859,24970,76.0,76.0,right,45.0,22.0,46.0,24.0,52.0,66.0,76.0,58.0,64.0,58.0,60.0,82.0,84.0,78.0,78.0,38.0,38.0,80.0,10
20860,24970,76.0,78.0,right,50.0,20.0,45.0,24.0,50.0,67.0,76.0,58.0,60.0,58.0,59.0,82.0,84.0,78.0,80.0,37.0,38.0,80.0,9
20861,24970,77.0,79.0,right,54.0,20.0,45.0,24.0,51.0,67.0,76.0,58.0,59.0,58.0,59.0,84.0,86.0,81.0,79.0,37.0,38.0,80.0,9
20862,24970,77.0,78.0,right,54.0,20.0,45.0,24.0,51.0,67.0,76.0,58.0,59.0,58.0,59.0,84.0,86.0,81.0,79.0,47.0,38.0,80.0,8
20863,24970,74.0,80.0,right,56.0,41.0,45.0,30.0,48.0,55.0,64.0,55.0,56.0,43.0,66.0,78.0,89.0,79.0,63.0,40.0,45.0,72.0,6
20864,24970,76.0,84.0,right,60.0,49.0,55.0,40.0,66.0,76.0,75.0,64.0,72.0,78.0,66.0,76.0,79.0,78.0,78.0,66.0,77.0,78.0,4
20865,239350,67.0,74.0,left,68.0,40.0,60.0,50.0,64.0,72.0,76.0,66.0,70.0,50.0,80.0,69.0,68.0,72.0,64.0,48.0,48.0,64.0,8
20866,239350,64.0,78.0,left,60.0,40.0,61.0,42.0,62.0,79.0,86.0,81.0,62.0,77.0,70.0,74.0,60.0,55.0,68.0,48.0,38.0,54.0,7
20867,239350,62.0,78.0,left,56.0,40.0,52.0,42.0,54.0,81.0,85.0,80.0,62.0,77.0,70.0,73.0,59.0,55.0,60.0,48.0,38.0,54.0,7
20868,239350,62.0,78.0,left,56.0,40.0,52.0,42.0,54.0,81.0,85.0,80.0,62.0,77.0,70.0,73.0,59.0,55.0,60.0,48.0,38.0,54.0,7
20869,239350,62.0,78.0,left,56.0,40.0,52.0,42.0,54.0,81.0,85.0,80.0,62.0,77.0,70.0,73.0,59.0,55.0,60.0,48.0,38.0,54.0,7
20870,239350,63.0,80.0,left,60.0,40.0,58.0,42.0,62.0,70.0,75.0,69.0,62.0,64.0,68.0,71.0,64.0,55.0,62.0,48.0,38.0,60.0,5
20871,239964,73.0,80.0,right,68.0,22.0,76.0,37.0,70.0,78.0,82.0,59.0,65.0,60.0,68.0,68.0,80.0,61.0,75.0,55.0,27.0,77.0,9
20872,239964,66.0,73.0,right,65.0,25.0,60.0,36.0,62.0,69.0,67.0,65.0,63.0,55.0,21.0,68.0,73.0,59.0,66.0,37.0,26.0,67.0,9
20873,30893,93.0,93.0,right,82.0,95.0,93.0,77.0,91.0,91.0,93.0,90.0,92.0,62.0,94.0,94.0,79.0,62.0,29.0,81.0,85.0,22.0,9
20874,30893,92.0,92.0,right,83.0,95.0,93.0,79.0,92.0,91.0,94.0,93.0,90.0,63.0,94.0,94.0,79.0,63.0,24.0,81.0,85.0,22.0,9
20875,30893,92.0,92.0,right,83.0,95.0,93.0,79.0,92.0,91.0,94.0,93.0,90.0,63.0,94.0,94.0,79.0,63.0,24.0,81.0,85.0,22.0,8
20876,30893,92.0,94.0,right,84.0,92.0,90.0,79.0,95.0,91.0,94.0,93.0,88.0,75.0,95.0,94.0,79.0,63.0,24.0,81.0,85.0,22.0,7
20877,30893,92.0,94.0,right,84.0,92.0,90.0,77.0,95.0,91.0,94.0,93.0,88.0,75.0,95.0,94.0,79.0,63.0,24.0,81.0,85.0,22.0,7
20878,169753,63.0,64.0,right,58.0,62.0,59.0,64.0,60.0,67.0,67.0,62.0,62.0,64.0,71.0,63.0,65.0,56.0,58.0,73.0,58.0,55.0,1
20879,640725,61.0,73.0,left,47.0,55.0,59.0,59.0,62.0,64.0,65.0,60.0,58.0,68.0,48.0,59.0,48.0,38.0,51.0,60.0,50.0,42.0,10
20880,640725,60.0,72.0,left,47.0,55.0,59.0,59.0,62.0,64.0,65.0,60.0,58.0,68.0,48.0,59.0,48.0,38.0,51.0,60.0,50.0,42.0,10
20881,56867,72.0,72.0,left,75.0,62.0,73.0,69.0,75.0,78.0,70.0,77.0,78.0,70.0,69.0,64.0,66.0,50.0,46.0,73.0,68.0,46.0,10
20882,56867,72.0,72.0,left,75.0,62.0,73.0,69.0,75.0,80.0,70.0,81.0,78.0,70.0,69.0,64.0,66.0,50.0,46.0,73.0,68.0,46.0,8
20883,56867,74.0,81.0,left,75.0,62.0,76.0,69.0,75.0,80.0,83.0,81.0,81.0,70.0,69.0,64.0,56.0,50.0,46.0,73.0,68.0,46.0,6
20884,56867,73.0,81.0,left,75.0,62.0,76.0,69.0,75.0,83.0,81.0,70.0,81.0,70.0,69.0,64.0,53.0,50.0,46.0,73.0,68.0,46.0,5
20885,56867,71.0,79.0,left,75.0,62.0,71.0,69.0,67.0,77.0,78.0,70.0,62.0,57.0,69.0,57.0,55.0,50.0,46.0,72.0,68.0,58.0,4
20886,56867,72.0,79.0,left,69.0,69.0,72.0,69.0,67.0,77.0,78.0,70.0,62.0,57.0,69.0,57.0,55.0,50.0,67.0,72.0,59.0,58.0,3
20887,195335,73.0,77.0,right,73.0,65.0,64.0,72.0,66.0,79.0,86.0,85.0,71.0,79.0,68.0,83.0,77.0,83.0,73.0,51.0,72.0,66.0,9
20888,195335,71.0,75.0,right,67.0,58.0,60.0,71.0,64.0,83.0,85.0,84.0,69.0,83.0,60.0,82.0,76.0,82.0,71.0,50.0,71.0,64.0,7
20889,195335,70.0,72.0,right,67.0,58.0,60.0,71.0,64.0,81.0,82.0,84.0,69.0,83.0,60.0,82.0,76.0,76.0,70.0,50.0,71.0,64.0,7
20890,195335,69.0,72.0,right,64.0,31.0,58.0,38.0,55.0,76.0,77.0,74.0,74.0,77.0,57.0,77.0,76.0,78.0,70.0,53.0,40.0,72.0,1
20891,26345,74.0,74.0,right,43.0,34.0,42.0,42.0,61.0,52.0,57.0,59.0,72.0,53.0,55.0,84.0,89.0,76.0,75.0,39.0,28.0,75.0,9
20892,26345,75.0,75.0,right,43.0,34.0,42.0,42.0,61.0,52.0,57.0,59.0,72.0,53.0,55.0,85.0,90.0,76.0,76.0,39.0,28.0,76.0,8
20893,26345,75.0,76.0,right,43.0,54.0,41.0,42.0,61.0,54.0,54.0,57.0,72.0,53.0,55.0,80.0,85.0,76.0,72.0,50.0,51.0,74.0,7
20894,151058,72.0,70.0,left,78.0,65.0,75.0,76.0,73.0,71.0,82.0,73.0,72.0,58.0,84.0,67.0,59.0,66.0,42.0,63.0,64.0,32.0,7
20895,151058,72.0,70.0,left,78.0,65.0,75.0,76.0,73.0,71.0,82.0,73.0,72.0,58.0,84.0,67.0,59.0,66.0,42.0,63.0,64.0,32.0,7
20896,151058,72.0,70.0,left,78.0,56.0,75.0,76.0,73.0,79.0,83.0,77.0,72.0,58.0,84.0,67.0,58.0,66.0,42.0,63.0,64.0,32.0,6
20897,151058,66.0,71.0,left,70.0,52.0,67.0,68.0,65.0,81.0,83.0,72.0,61.0,65.0,67.0,63.0,54.0,55.0,42.0,51.0,64.0,32.0,3
20898,183497,69.0,69.0,left,69.0,46.0,66.0,47.0,72.0,77.0,78.0,73.0,69.0,76.0,60.0,70.0,74.0,63.0,63.0,59.0,48.0,64.0,10
20899,183497,69.0,71.0,left,73.0,46.0,66.0,47.0,71.0,77.0,79.0,74.0,69.0,76.0,60.0,70.0,74.0,66.0,63.0,56.0,48.0,63.0,9
20900,183497,58.0,67.0,left,64.0,45.0,63.0,41.0,65.0,72.0,74.0,70.0,66.0,74.0,60.0,58.0,62.0,58.0,57.0,59.0,49.0,49.0,6
20901,183497,62.0,67.0,left,53.0,49.0,68.0,41.0,70.0,73.0,74.0,71.0,68.0,74.0,60.0,58.0,62.0,58.0,48.0,56.0,49.0,17.0,5
20902,56846,70.0,74.0,right,74.0,43.0,66.0,69.0,75.0,73.0,78.0,75.0,76.0,70.0,60.0,74.0,69.0,69.0,74.0,60.0,47.0,67.0,8
20903,56846,71.0,72.0,right,74.0,43.0,66.0,69.0,75.0,73.0,78.0,75.0,76.0,70.0,60.0,74.0,69.0,69.0,74.0,61.0,47.0,67.0,7
20904,56846,66.0,72.0,right,61.0,60.0,66.0,79.0,73.0,72.0,75.0,63.0,61.0,65.0,57.0,68.0,73.0,65.0,61.0,65.0,67.0,35.0,3
20905,433311,73.0,75.0,right,52.0,48.0,59.0,56.0,76.0,58.0,56.0,68.0,66.0,66.0,47.0,61.0,74.0,76.0,69.0,76.0,57.0,65.0,9
20906,433311,64.0,72.0,right,58.0,48.0,62.0,56.0,71.0,62.0,64.0,66.0,58.0,62.0,47.0,61.0,58.0,71.0,50.0,68.0,57.0,39.0,8
20907,433311,64.0,72.0,right,58.0,48.0,62.0,56.0,63.0,62.0,64.0,66.0,58.0,62.0,47.0,61.0,58.0,71.0,56.0,68.0,57.0,39.0,7
20908,183348,72.0,72.0,right,25.0,25.0,25.0,25.0,24.0,34.0,26.0,43.0,62.0,41.0,37.0,55.0,71.0,39.0,25.0,25.0,24.0,25.0,8
20909,183348,72.0,72.0,right,25.0,25.0,25.0,25.0,24.0,34.0,26.0,43.0,62.0,41.0,37.0,55.0,71.0,39.0,25.0,25.0,24.0,25.0,8
20910,183348,63.0,63.0,right,25.0,5.0,25.0,25.0,24.0,34.0,26.0,43.0,55.0,41.0,37.0,51.0,51.0,39.0,25.0,44.0,24.0,6.0,3
20911,183348,63.0,63.0,right,25.0,5.0,25.0,25.0,24.0,34.0,26.0,43.0,55.0,41.0,37.0,51.0,51.0,39.0,25.0,44.0,24.0,6.0,1
20912,580704,69.0,78.0,right,50.0,65.0,73.0,42.0,77.0,74.0,75.0,72.0,69.0,75.0,64.0,59.0,78.0,53.0,64.0,61.0,52.0,60.0,9
20913,580704,69.0,78.0,right,45.0,65.0,65.0,42.0,70.0,74.0,76.0,72.0,69.0,60.0,64.0,59.0,64.0,53.0,64.0,64.0,52.0,54.0,9
20914,280528,67.0,73.0,left,64.0,62.0,65.0,67.0,66.0,84.0,85.0,82.0,63.0,93.0,55.0,70.0,47.0,46.0,32.0,57.0,62.0,25.0,8
20915,295212,57.0,71.0,right,25.0,25.0,25.0,25.0,23.0,56.0,61.0,65.0,62.0,60.0,58.0,83.0,66.0,25.0,22.0,25.0,28.0,25.0,6
20916,33988,86.0,88.0,right,82.0,60.0,82.0,78.0,85.0,92.0,92.0,90.0,89.0,87.0,88.0,85.0,59.0,84.0,84.0,79.0,70.0,80.0,6
20917,33988,84.0,88.0,right,86.0,60.0,85.0,83.0,85.0,88.0,89.0,84.0,89.0,73.0,88.0,68.0,72.0,84.0,84.0,79.0,70.0,80.0,5
20918,33988,86.0,91.0,right,90.0,49.0,85.0,78.0,82.0,90.0,88.0,84.0,89.0,73.0,86.0,68.0,74.0,86.0,74.0,79.0,85.0,83.0,3
20919,33988,80.0,92.0,right,64.0,64.0,71.0,78.0,72.0,80.0,81.0,84.0,72.0,73.0,84.0,68.0,84.0,83.0,77.0,79.0,78.0,86.0,1
20920,33018,75.0,75.0,right,25.0,25.0,25.0,25.0,25.0,55.0,55.0,66.0,71.0,65.0,22.0,75.0,65.0,32.0,23.0,25.0,21.0,25.0,7
20921,33018,75.0,75.0,right,14.0,11.0,13.0,12.0,19.0,57.0,55.0,66.0,71.0,65.0,22.0,75.0,65.0,32.0,23.0,32.0,21.0,11.0,7
20922,33018,75.0,77.0,right,14.0,11.0,13.0,12.0,19.0,57.0,55.0,66.0,71.0,65.0,22.0,75.0,65.0,32.0,23.0,32.0,21.0,11.0,7
20923,33018,79.0,80.0,right,14.0,11.0,13.0,12.0,19.0,62.0,65.0,69.0,73.0,65.0,22.0,78.0,65.0,32.0,23.0,45.0,21.0,11.0,6
20924,33018,78.0,83.0,right,14.0,11.0,13.0,12.0,19.0,62.0,65.0,69.0,73.0,58.0,22.0,80.0,65.0,52.0,23.0,45.0,21.0,11.0,5
20925,33018,77.0,81.0,right,20.0,20.0,20.0,12.0,20.0,62.0,65.0,69.0,73.0,58.0,22.0,80.0,65.0,52.0,70.0,45.0,78.0,20.0,3
20926,40957,71.0,76.0,right,71.0,64.0,74.0,50.0,71.0,84.0,82.0,80.0,74.0,78.0,72.0,61.0,64.0,55.0,35.0,61.0,62.0,10.0,7
20927,40957,69.0,75.0,right,61.0,64.0,75.0,50.0,72.0,81.0,79.0,81.0,73.0,72.0,60.0,61.0,65.0,48.0,35.0,61.0,62.0,10.0,6
20928,40940,80.0,81.0,right,61.0,48.0,58.0,54.0,69.0,63.0,67.0,59.0,70.0,69.0,66.0,91.0,77.0,89.0,84.0,62.0,62.0,76.0,9
20929,40940,74.0,78.0,right,59.0,46.0,60.0,52.0,67.0,62.0,68.0,58.0,66.0,68.0,64.0,90.0,78.0,83.0,80.0,58.0,60.0,64.0,8
20930,196126,70.0,70.0,right,11.0,14.0,14.0,15.0,12.0,61.0,60.0,64.0,71.0,62.0,16.0,83.0,62.0,35.0,17.0,32.0,25.0,10.0,9
20931,196126,68.0,68.0,right,25.0,25.0,25.0,25.0,21.0,61.0,60.0,64.0,72.0,62.0,25.0,83.0,62.0,34.0,25.0,25.0,26.0,25.0,8
20932,196126,69.0,73.0,right,10.0,13.0,13.0,14.0,21.0,61.0,60.0,64.0,72.0,62.0,15.0,83.0,62.0,67.0,16.0,32.0,26.0,8.0,6
